"","lon","lat","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9"
"236",-100.558083412319,25.1165760314746,154,189,110,468,69,14,51,201,55,174,61,149,62,3137,269,31,238,183,118
"237",-100.344857160995,24.3262671499881,170,203,128,343,46,10,48,132,44,132,46,168,66,2949,291,38,253,203,139
"238",-100.857534302941,25.8737463205769,204,262,135,220,46,5,60,97,22,79,29,132,48,5004,329,57,272,255,150
"239",-99.6248315972234,27.1583455544267,234,307,145,486,112,11,67,216,47,132,56,134,42,6340,382,68,314,282,163
"240",-99.4335052391825,25.4874474313672,232,300,153,665,166,17,77,331,54,227,54,138,45,5811,375,72,303,272,153
"241",-100.818889417404,25.4749211304611,180,226,125,389,79,7,72,207,29,175,38,136,55,3980,300,55,245,217,137
"242",-97.9346718603835,30.4571327405367,193,280,99,812,113,43,32,273,153,182,153,126,38,7048,352,24,328,232,110
"243",-100.718613929466,28.4243066803742,219,300,128,449,74,15,54,167,51,133,53,136,41,6698,374,50,324,266,136
"244",-98.4484471151548,23.720637059454,236,280,179,796,158,14,65,356,69,311,99,129,53,4057,343,103,240,276,217
"245",-100.783592341303,25.1570277847292,163,206,109,431,67,12,55,192,47,181,52,155,59,3883,290,31,259,200,118
"246",-99.1276146054585,25.7804171660842,233,301,152,584,124,16,66,256,57,205,59,130,43,5857,375,77,298,274,170
"247",-96.341038564278,29.218677994586,204,279,119,1058,134,57,26,321,198,277,214,120,40,6224,346,49,297,254,165
"248",-98.5798229428266,25.0005609133345,235,295,159,651,133,19,62,289,66,223,72,133,46,5330,363,76,287,274,176
"249",-99.9567442254934,29.7101288820593,187,269,93,678,83,27,39,238,91,214,91,143,42,6838,343,6,337,238,93
"250",-100.029826158903,30.0175076838234,179,261,87,653,84,25,38,225,89,208,89,144,43,6752,336,2,334,229,87
"251",-98.7528302067916,30.4562613121973,184,267,92,763,110,35,37,261,119,202,119,139,41,6820,343,10,333,223,92
"252",-99.1819381032916,26.0954442954941,234,304,151,532,96,16,56,210,57,180,58,127,42,6027,380,80,300,277,169
"253",-99.1522818852935,28.2484489692464,220,298,130,550,88,22,48,215,73,153,76,141,43,6516,374,51,323,267,148
"254",-98.328981563787,27.8691651866872,217,287,133,652,114,25,47,241,97,181,99,133,43,6001,359,56,303,262,148
"255",-97.0755298077736,29.9273214585263,198,280,107,960,126,51,29,304,187,213,196,127,39,6684,352,33,319,236,123
"256",-97.9723899363848,23.955874985908,237,284,178,793,168,13,61,343,75,278,121,121,50,4224,345,105,240,280,216
"257",-99.9531318549265,24.0650178475824,175,206,133,565,110,14,65,254,52,208,53,161,65,2914,288,44,244,201,136
"258",-100.098732329216,25.3855012958785,211,269,146,881,215,16,81,452,56,357,56,131,48,4891,340,71,269,245,146
"259",-100.786338639794,24.6232829411922,180,223,127,371,56,10,53,154,42,154,47,174,62,3795,318,39,279,223,139
"260",-99.4322330213827,27.9550044010071,223,301,135,529,88,23,45,199,75,145,76,139,43,6457,377,59,318,269,153
"261",-99.974117904648,26.7026767774624,228,301,143,430,99,11,68,179,42,142,47,133,42,6166,380,69,311,296,152
"262",-97.7766029749272,29.4611258048499,202,282,113,836,108,43,33,281,152,197,157,130,40,6533,356,38,318,239,129
"263",-97.7779757103933,27.6270627987936,223,290,143,717,125,25,46,279,109,211,116,114,41,5708,351,74,277,267,158
"264",-100.987928289767,30.0814398742878,190,274,95,494,80,15,47,192,56,154,58,144,42,6950,346,6,340,240,105
"265",-99.3461123314495,27.3604449412607,232,305,145,470,92,13,54,187,58,122,68,133,42,6267,378,68,310,279,163
"266",-97.8533213581882,24.2084749927838,239,288,178,762,155,15,57,324,79,252,119,118,48,4385,348,105,243,285,216
"267",-97.4619790595729,28.9100016569086,210,283,126,865,128,39,35,275,148,217,159,128,42,6112,354,50,304,245,141
"268",-97.4013430117205,30.3712384879155,199,282,105,857,115,44,32,281,165,187,168,126,38,6865,356,32,324,236,121
"269",-99.3783128382222,23.5074985789741,213,252,162,490,93,10,69,222,39,205,39,139,57,3679,322,82,240,247,162
"270",-99.5018340031955,26.4267067758112,230,302,145,547,89,16,53,212,64,198,65,127,42,6120,378,77,301,297,162
"271",-99.3183981678345,28.4161377568451,219,298,129,551,84,21,48,214,72,153,76,137,42,6525,372,53,319,266,148
"272",-98.3763369383897,24.614892812692,232,287,162,715,156,16,69,317,66,266,78,132,48,4898,356,81,275,283,175
"273",-96.8488598114491,29.0273419048619,209,283,124,980,129,51,31,309,172,258,180,116,39,6200,347,54,293,269,138
"274",-98.194456626161,29.2646284950294,205,285,117,718,96,34,32,229,131,172,136,128,40,6529,355,41,314,242,132
"275",-100.430614885075,30.0622715832533,183,264,92,597,76,20,41,209,75,193,75,143,42,6682,339,6,333,232,102
"276",-96.8755539944463,30.4774009991008,197,282,104,941,125,46,29,303,194,194,198,123,38,6915,353,32,321,235,120
"277",-98.3888788687924,24.3644417830029,233,285,168,629,125,14,61,254,67,207,88,132,49,4624,354,88,266,281,210
"278",-100.995162563842,29.0797815622686,215,296,124,473,85,14,54,187,46,149,53,131,41,6737,363,45,318,265,131
"279",-98.9609524893119,23.3122698041225,254,296,198,768,137,16,72,356,50,356,50,130,54,3947,363,124,239,296,198
"280",-98.722158430275,29.7838755855095,190,270,102,830,107,42,30,271,147,209,147,134,42,6551,343,25,318,227,102
"281",-100.455818340106,26.4237112908005,213,276,136,448,110,12,70,215,46,157,47,130,45,5444,347,61,286,272,155
"282",-100.836054930875,28.7564837413243,217,297,124,449,83,14,56,166,49,120,52,132,41,6735,367,47,320,266,133
"283",-97.2311418667177,30.3262634245351,196,279,102,890,119,45,31,288,174,191,176,125,38,6838,352,29,323,234,119
"284",-99.0424272400827,27.1236855917437,226,296,140,520,104,16,55,206,67,141,75,134,43,6098,370,63,307,271,158
"285",-99.1341625958905,23.2639179801105,197,232,150,837,166,13,79,425,55,362,55,134,58,3339,303,72,231,226,162
"286",-97.169985827778,29.8924649510845,198,280,106,948,125,49,30,304,181,212,190,127,39,6743,353,32,321,235,122
"287",-101.210059513094,26.5479079378289,203,269,126,318,66,7,67,153,27,123,29,144,48,5618,341,43,298,261,143
"288",-99.0322746194261,25.3712081305982,236,300,157,640,144,18,70,297,57,220,57,134,45,5666,373,76,297,276,157
"289",-95.9774112368146,28.6441026759588,213,283,132,1134,176,52,33,372,183,308,226,92,35,5913,331,72,259,225,174
"290",-97.7539169931034,25.862282106047,232,289,163,668,140,19,57,277,86,194,99,107,42,4955,348,99,249,270,177
"291",-97.5974182345185,28.5870883794459,214,284,131,826,123,33,37,275,129,242,138,125,42,5980,354,57,297,261,146
"292",-98.1034003902749,23.4843906057697,240,283,184,945,207,15,78,451,69,412,81,116,51,3955,341,115,226,280,196
"293",-98.8735557494487,23.6823732655517,247,294,188,754,159,16,71,330,63,284,64,133,53,4294,361,111,250,289,202
"294",-98.0435542070326,24.0824336401661,237,285,177,715,144,13,58,297,71,241,112,125,51,4301,347,102,245,281,215
"295",-99.7772396870889,26.3617578568063,228,298,146,709,140,16,62,318,71,270,77,127,42,5912,375,79,296,293,155
"296",-97.3105691561699,29.4187764094772,204,283,114,889,114,49,30,303,164,224,168,128,40,6557,357,39,318,240,130
"297",-98.9891422988877,29.1955762545883,207,283,119,676,95,33,37,234,111,178,112,134,42,6390,357,41,316,245,137
"298",-97.4909229418509,26.1238662920604,230,287,162,676,143,21,54,281,96,177,111,94,40,4891,336,101,235,268,201
"299",-97.8035614814659,28.7371370370571,211,285,126,760,113,31,36,252,125,203,133,129,41,6177,357,49,308,259,142
"300",-98.0127188648999,25.9594612700098,232,291,159,603,109,17,50,240,80,185,89,114,43,5165,354,92,262,272,174
"301",-97.1655652648483,28.579517261604,214,284,133,896,135,38,37,315,144,246,155,115,40,5879,345,62,283,260,147
"302",-98.7456693918878,27.5776540153235,216,287,130,581,105,21,50,217,82,165,85,136,44,6097,360,52,308,261,147
"303",-99.3229275774071,25.4556905020823,232,299,153,656,161,16,77,322,52,228,52,137,45,5747,373,73,300,271,159
"304",-98.9940716568381,25.7174860859672,234,300,154,610,129,17,67,268,60,220,62,130,44,5757,372,78,294,275,160
"305",-96.894760379467,28.164044043246,216,282,135,943,159,35,40,336,144,265,174,90,35,5748,326,73,253,261,179
"306",-97.6922993339858,28.3097993826951,217,288,134,786,124,31,40,271,123,230,131,120,41,6007,354,62,292,263,148
"307",-96.0424173411635,28.7060265655378,212,283,131,1132,172,54,31,366,188,305,226,95,36,5914,331,71,260,222,172
"308",-100.755288000291,27.2230585103232,227,305,138,427,85,11,57,179,48,135,52,145,44,6538,381,55,326,273,156
"309",-98.9387445466949,30.0898878745251,180,259,91,790,104,37,34,257,125,217,125,135,42,6524,333,13,320,218,91
"310",-100.65816415437,27.715540958344,223,305,132,411,84,13,60,163,45,104,47,142,42,6793,381,49,332,271,150
"311",-99.8778308378991,25.1992455071262,222,285,151,882,193,19,69,422,66,303,66,138,47,5307,362,70,292,258,151
"312",-99.3669156001787,26.5498243165022,228,300,143,528,97,17,54,207,63,173,67,127,41,6162,374,71,303,272,158
"313",-96.10911021009,29.9473476667561,200,281,110,1039,124,60,24,311,211,237,229,124,39,6661,352,39,313,208,125
"314",-99.4057543493192,24.806002839624,230,291,158,715,134,17,66,287,59,253,59,139,47,5210,368,75,293,265,158
"315",-98.7680595949359,23.5093452262847,250,295,193,712,145,14,72,341,58,301,58,130,53,4100,361,118,243,290,193
"316",-97.8680836963027,27.4819827966969,224,291,146,669,115,22,47,262,100,199,108,115,41,5639,352,77,275,267,161
"317",-100.977293617579,29.1166673478694,214,295,122,482,83,15,51,190,48,154,55,130,40,6762,362,44,318,263,129
"318",-99.2342042264551,24.1859523131239,234,287,168,713,134,14,72,309,52,248,55,139,50,4697,358,85,273,281,186
"319",-100.691446425681,27.685761142805,225,307,133,405,83,13,60,160,44,101,46,143,42,6816,383,50,333,272,152
"320",-95.7942126891906,29.0061387356316,206,278,123,1215,168,61,28,387,204,347,245,107,38,6049,335,57,278,275,168
"321",-100.070644489538,29.3317357339959,201,282,107,615,77,25,40,210,83,192,83,138,41,6813,353,22,331,243,107
"322",-99.7503614590704,25.9260258246699,217,281,144,686,147,19,66,312,66,237,68,125,44,5386,356,77,279,254,158
"323",-99.6831255729069,30.5400971414931,184,274,87,571,81,23,40,195,79,176,83,153,43,7275,354,-1,355,229,97
"324",-97.9548204955813,24.2790383778283,238,288,176,709,143,15,55,293,77,226,114,122,49,4468,349,102,247,284,214
"325",-97.796564655301,30.4879688155292,192,278,99,838,114,44,31,279,162,186,162,123,38,6973,349,27,322,231,115
"326",-96.9434559945143,29.3074298471409,203,281,116,963,121,55,25,306,181,247,190,121,39,6386,351,45,306,239,131
"327",-97.6901263613972,24.9198072060508,235,289,168,697,140,21,50,283,98,176,124,113,45,4779,348,98,250,271,209
"328",-99.267789826012,27.5520082633825,226,300,139,475,85,15,49,180,64,126,72,134,43,6241,373,63,310,272,158
"329",-99.2265151835868,23.5218272140855,184,219,137,791,174,13,80,397,54,328,54,140,59,3296,292,57,235,212,137
"330",-98.0238235956935,25.7012369266778,234,292,161,640,117,14,52,252,80,207,100,117,44,5161,356,92,264,273,207
"331",-97.4839611227482,28.2260573065279,217,286,136,871,146,32,43,315,134,259,142,116,40,5832,349,65,284,263,150
"332",-99.0165684040476,24.1275492936663,239,292,173,708,141,18,68,282,58,230,59,138,50,4698,363,91,272,270,190
"333",-95.6572500923766,28.8603833399008,208,280,126,1256,181,61,30,412,205,365,257,99,36,5986,332,63,269,277,169
"334",-97.5623322152171,26.4451103153379,225,284,153,674,139,20,53,267,95,178,113,95,39,5122,334,91,243,265,196
"335",-100.03358635946,29.5816296127877,190,272,97,668,82,26,40,233,88,213,88,141,42,6819,344,11,333,241,97
"336",-99.8279880638341,24.5679149517287,189,225,146,622,134,14,74,291,48,256,48,151,62,3114,303,60,243,219,146
"337",-100.925145011737,29.9848324663434,196,280,100,488,79,14,48,187,53,150,56,144,42,7001,352,11,341,246,110
"338",-98.5654406222762,26.3513577547966,231,294,151,586,101,17,50,225,83,177,95,126,43,5603,367,79,288,273,204
"339",-100.456865295129,30.2918031443201,182,265,89,583,76,20,41,208,74,185,74,149,43,6828,343,0,343,231,100
"340",-98.6885351073952,27.8007737716941,216,289,129,601,104,23,48,224,85,171,86,137,43,6209,362,50,312,262,146
"341",-100.626484324757,25.9900468383311,215,276,142,259,68,5,74,127,25,85,31,128,46,5212,343,67,276,250,158
"342",-98.4506335048703,29.8343882656808,194,276,104,849,108,46,30,278,151,216,151,129,40,6673,347,29,318,231,120
"343",-98.2641522820087,26.5990854042781,227,291,148,600,109,17,51,231,83,176,94,124,43,5549,361,77,284,269,164
"344",-98.6580700630176,25.8568226224329,233,296,155,616,110,16,56,248,71,223,81,126,44,5549,365,82,283,293,173
"345",-99.1130434800903,30.4941503398177,184,269,89,691,96,30,37,232,103,194,103,144,42,6967,346,4,342,224,101
"346",-98.2442292219246,24.1028292837382,241,291,181,646,122,13,58,264,65,227,93,130,51,4427,356,103,253,287,219
"347",-99.9775037697652,26.8007197857952,230,304,144,431,98,10,68,180,43,141,47,134,42,6260,382,68,314,274,161
"348",-100.151833982205,29.0579031717672,208,288,114,557,76,22,42,197,74,164,75,136,41,6790,359,33,326,251,125
"349",-98.5783563368582,26.8613459794095,224,292,143,575,108,18,52,221,81,164,90,130,44,5806,364,69,295,267,160
"350",-101.016124208594,28.5281653234052,217,297,126,418,74,11,55,156,40,122,42,135,42,6659,369,48,321,264,135
"351",-100.688941072202,27.4027336789484,225,304,136,428,83,13,55,174,50,122,54,144,44,6584,380,54,326,272,155
"352",-99.084360333487,29.9504285452927,189,270,99,740,98,35,33,241,118,204,118,136,41,6667,344,19,325,228,99
"353",-98.5545223764668,26.9831378204344,224,291,142,575,107,18,52,219,80,165,89,131,44,5805,364,67,297,266,159
"354",-100.598273682061,29.6265897702912,197,278,104,554,76,17,45,194,64,175,65,137,41,6769,348,20,328,238,114
"355",-99.6333218863017,25.0451685798283,223,284,152,819,170,19,66,371,64,286,64,139,48,5169,361,72,289,258,152
"356",-97.2735446556698,28.0264616145382,219,286,139,875,156,32,44,335,137,247,149,99,37,5707,337,74,263,264,183
"357",-100.388662679072,24.6169068631127,169,202,128,343,47,14,40,122,48,119,56,164,65,2901,289,40,249,201,137
"358",-100.553725193915,29.9161545067538,186,265,95,581,78,19,43,205,70,189,70,141,42,6628,338,9,329,234,95
"359",-100.266022367439,24.7626380119505,166,197,129,402,50,14,35,133,56,129,73,158,66,2681,280,43,237,179,137
"360",-97.2607706364667,29.1283578890121,208,283,122,897,120,46,32,293,159,227,166,127,41,6245,354,46,308,242,137
"361",-99.8443596136102,23.2691597042536,173,205,129,518,88,10,62,232,48,232,54,155,63,3011,292,46,246,205,141
"362",-100.762399219076,24.5779749552724,180,223,129,354,52,9,52,146,40,146,45,175,62,3736,317,39,278,223,140
"363",-99.4365087121765,24.3777773419906,226,281,161,805,158,14,72,326,55,301,55,141,50,4731,356,78,278,258,161
"364",-100.072982608112,27.8551092789961,224,303,135,477,90,15,56,194,57,131,59,138,42,6548,378,57,321,271,154
"365",-99.8692593052605,28.8846758141049,211,290,119,550,78,21,44,194,73,158,75,136,41,6669,363,37,326,253,130
"366",-98.4933661493243,26.5510462835773,226,290,146,592,107,18,51,229,83,172,93,127,44,5596,362,74,288,267,163
"367",-98.8959865415751,27.1063336701827,221,290,137,546,106,18,53,211,74,152,81,133,43,5975,363,60,303,264,154
"368",-99.8703616546512,29.7406831823359,180,260,87,701,86,28,38,244,96,222,96,141,42,6728,333,1,332,229,87
"369",-98.9521563465997,27.5576002483699,217,288,131,552,99,20,49,209,76,155,80,136,44,6121,362,54,308,262,148
"370",-99.465323810324,26.432969801389,229,301,145,542,90,16,53,209,62,193,64,127,42,6134,377,76,301,296,161
"371",-101.006132008831,28.1528451216655,211,293,120,415,88,12,67,191,38,120,42,139,42,6713,367,39,328,256,128
"372",-99.2171849826265,24.5597388909668,228,284,160,626,117,13,69,262,60,211,63,140,48,4904,362,75,287,279,167
"373",-100.221702220053,23.3871656389933,197,233,147,446,73,10,61,191,39,180,45,162,61,3479,321,59,262,226,161
"374",-99.0682790338614,30.3739139652956,177,259,86,739,99,32,36,246,111,210,111,139,42,6711,334,4,330,227,86
"375",-99.6335811216927,27.9962010629255,223,302,135,526,89,21,48,203,72,144,73,137,43,6485,377,59,318,270,153
"376",-97.839212245421,29.6155746614763,201,282,111,847,111,42,32,287,155,198,161,130,40,6651,356,36,320,238,127
"377",-97.8728477093859,26.2278182977652,229,288,157,643,123,19,50,247,91,189,102,110,42,5140,350,90,260,269,171
"378",-98.6469719607011,24.6292167043049,208,256,147,867,192,22,67,379,89,279,97,133,50,4283,329,67,262,236,158
"379",-98.8680000858306,26.4766095848894,232,300,149,537,110,17,56,217,71,151,78,130,43,5876,373,76,297,274,168
"380",-99.8317798504333,29.5253312468587,193,274,100,662,83,28,39,230,91,208,91,138,41,6773,346,15,331,244,100
"381",-98.677719602982,29.5441500403704,199,279,111,751,99,39,32,246,131,192,131,127,40,6580,348,38,310,237,120
"382",-100.588488480057,24.5158106105957,176,214,130,299,44,7,48,118,38,118,41,171,64,3344,306,40,266,214,141
"383",-97.5347944991018,30.3286037492104,200,285,107,833,112,40,32,275,161,181,166,124,38,6937,357,35,322,238,123
"384",-98.751298494655,28.8674039269894,212,287,123,661,93,26,40,226,96,182,101,140,43,6360,362,41,321,261,141
"385",-98.8287576175818,26.8603026243122,222,290,139,559,110,18,54,219,75,159,83,131,43,5887,363,64,299,265,156
"386",-100.677948195292,28.2315799330193,218,299,127,434,83,11,62,175,51,124,55,139,42,6704,375,48,327,265,146
"387",-96.015690585728,29.9897462840604,200,280,109,1053,125,63,23,316,212,240,232,123,39,6612,350,39,311,207,124
"388",-97.3539573925216,30.0646922572003,199,282,107,894,119,43,32,290,171,195,177,127,39,6817,356,32,324,237,123
"389",-99.7855448499807,25.975020050642,212,273,140,692,157,19,69,323,65,241,66,124,45,5245,348,73,275,247,154
"390",-100.136160364626,29.9093609920116,180,261,90,648,82,24,39,224,87,209,87,142,43,6644,335,5,330,229,100
"391",-99.4776314815871,25.7165129687686,231,299,151,625,142,17,70,294,55,206,55,134,44,5868,376,75,301,270,167
"392",-97.8806423834315,29.0758521866991,208,284,120,765,109,34,34,246,134,188,141,131,41,6361,357,42,315,244,136
"393",-99.1643669459714,30.4193671071944,181,265,89,695,95,30,37,232,103,199,103,143,42,6847,342,5,337,232,100
"394",-98.1483391590467,26.186765477998,232,292,157,570,104,14,51,216,77,164,91,116,43,5268,357,89,268,272,173
"395",-99.4132069920738,24.0091345474462,220,267,162,832,180,16,75,377,58,332,58,141,54,4193,337,79,258,261,162
"396",-96.690088699835,28.676827280698,213,284,131,1023,152,45,34,336,171,281,186,101,37,5954,336,66,270,259,144
"397",-96.4206309436559,29.7949274146662,199,279,109,1049,131,62,24,315,213,244,228,129,40,6585,352,35,317,236,160
"398",-99.7046203615886,26.6202215366357,231,304,145,533,116,13,65,213,58,179,63,130,42,6206,380,73,307,299,155
"399",-97.1237632033304,28.3422772692301,215,283,135,937,155,36,40,338,148,271,161,106,38,5778,338,66,272,261,148
"400",-97.7282868235136,26.4650400143908,227,287,152,670,135,19,54,267,93,190,107,108,41,5243,346,86,260,267,198
"401",-100.232070505142,26.1252448033802,220,282,146,621,150,18,70,297,62,211,64,124,44,5281,352,76,276,257,162
"402",-99.0455772523428,26.9062444802265,226,296,141,522,106,16,55,206,67,146,75,133,43,6055,369,65,304,270,158
"403",-99.6687425382535,26.609103388199,231,303,145,531,113,13,64,210,59,179,63,130,42,6161,379,73,306,298,155
"404",-97.4371484850803,25.5981192525862,232,287,166,728,159,22,56,295,97,188,120,100,42,4790,340,104,236,270,205
"405",-97.4578598053788,29.3325296711226,205,283,116,866,111,46,32,293,158,212,162,130,41,6462,357,41,316,242,133
"406",-96.4575191959811,29.718678433969,199,277,109,1049,132,62,24,316,212,249,226,129,40,6517,352,35,317,235,159
"407",-98.5535814316966,25.0840938745598,237,296,161,619,126,19,63,275,62,215,66,132,45,5367,365,78,287,277,179
"408",-98.7067211487401,26.004208580386,235,298,155,598,101,16,53,233,71,216,82,126,44,5625,369,83,286,295,175
"409",-98.1459681717143,27.0747334909229,226,292,147,623,112,19,50,239,87,184,98,124,43,5649,361,76,285,268,162
"410",-97.0609899280805,29.0165350720387,209,284,125,910,120,48,31,286,159,233,165,120,40,6168,351,53,298,244,139
"411",-98.7079357818113,28.3937761943244,215,292,125,590,89,22,43,212,85,166,88,142,43,6480,368,42,326,263,142
"412",-99.1982898704136,27.8653014919513,223,300,134,519,88,21,46,196,72,143,75,139,43,6454,375,56,319,269,152
"413",-98.0662981633385,26.5161286031204,229,291,152,621,116,17,52,240,86,183,98,119,43,5424,358,82,276,270,167
"414",-100.587951070197,24.1004312157186,169,204,125,335,48,9,54,136,41,132,42,176,66,3140,298,33,265,204,137
"415",-99.4077675937606,27.460095457393,230,304,143,451,82,13,51,171,58,120,67,132,42,6253,376,67,309,277,161
"416",-100.247161318604,27.0553337604278,226,302,138,443,88,11,61,188,45,149,49,138,43,6409,378,61,317,271,156
"417",-100.608246438202,30.298801725234,184,267,90,565,78,19,42,206,70,178,71,150,43,6890,345,0,345,232,100
"418",-100.480943963254,29.9902697239322,185,266,94,593,77,20,42,208,73,193,73,143,43,6665,340,8,332,234,94
"419",-100.242513127682,27.4470977895703,219,296,132,436,81,13,55,178,52,118,55,140,44,6458,371,53,318,265,150
"420",-98.0234127822726,30.2979499620991,189,274,97,846,116,46,32,282,157,195,157,126,39,6868,345,23,322,227,97
"421",-99.9073535546828,24.7749099614364,181,211,146,586,104,15,63,256,49,234,53,152,65,2547,290,58,232,205,154
"422",-100.934807851198,27.265882749771,224,302,136,411,80,10,57,171,44,133,48,147,44,6516,379,52,327,268,154
"423",-98.0590533111968,26.1759704467599,231,291,156,589,107,16,50,223,81,173,93,115,43,5264,355,89,266,271,171
"424",-100.585881904152,30.5371255832729,183,269,87,561,80,19,43,208,70,173,70,156,43,7083,350,-6,356,232,97
"425",-99.5160349028861,25.248870778451,229,294,154,712,159,15,70,333,54,254,54,139,46,5546,370,72,298,267,159
"426",-100.854827384226,28.8089101936191,216,298,125,451,86,14,57,169,49,120,52,131,40,6741,367,47,320,265,133
"427",-96.897866296203,29.0967201873952,208,284,123,965,122,51,29,305,171,253,179,118,39,6257,349,52,297,243,137
"428",-100.984150790566,29.8554772708443,197,280,103,467,80,13,50,182,49,140,53,141,42,6913,350,16,334,248,112
"429",-99.0435067595352,28.2136337409703,219,297,129,552,89,22,46,214,74,154,77,142,43,6520,374,48,326,267,147
"430",-100.777190378919,26.0623433063721,202,261,132,268,63,6,69,125,26,98,33,131,48,5030,327,56,271,253,147
"431",-99.1337833431508,29.970772383248,187,268,97,736,97,34,33,240,116,205,116,136,41,6669,342,17,325,237,97
"432",-98.5244115685343,23.7071745762654,229,272,174,826,160,14,65,364,70,322,104,128,54,3918,335,99,236,267,211
"433",-96.9528350107519,29.6588062314902,202,281,113,965,126,54,28,312,188,225,198,123,39,6522,353,42,311,238,128
"434",-95.8881209214833,29.5960905100747,202,278,114,1087,129,61,22,320,201,290,228,118,39,6387,344,45,299,211,163
"435",-98.5355313061683,24.0549788424179,241,291,180,607,123,14,60,240,67,201,86,134,52,4456,358,101,257,286,192
"436",-99.0524697794326,26.139368381114,236,305,153,523,102,15,57,214,57,169,62,126,42,5967,379,82,297,278,172
"437",-98.1739622850452,25.0340525419582,233,289,161,625,122,19,52,252,85,185,100,126,46,5056,355,84,271,270,176
"438",-99.7231126009385,23.6550462010549,107,130,77,846,162,21,64,376,80,314,87,139,66,2059,212,3,209,120,100
"439",-99.6529057675023,28.9518982302102,210,288,119,574,81,24,42,201,80,165,82,136,41,6619,361,37,324,251,129
"440",-100.420797536424,30.2728807290219,182,265,90,589,75,20,40,207,75,187,75,148,43,6812,343,2,341,231,100
"441",-97.1463984264491,28.6978234772114,213,284,131,869,126,40,35,306,142,224,152,117,40,5955,347,60,287,260,145
"442",-97.542928158489,29.1676542231165,207,283,120,854,120,42,34,280,153,207,160,130,41,6305,356,43,313,243,136
"443",-98.7728821270881,29.518565283805,201,280,113,737,98,38,32,244,126,192,128,128,41,6546,350,38,312,239,122
"444",-97.8835819915952,26.4188858389909,228,289,153,648,126,18,52,255,90,191,101,114,42,5276,353,85,268,269,168
"445",-99.3014515169096,24.0447547493537,233,285,170,822,165,16,73,345,57,305,58,139,52,4602,355,88,267,280,187
"446",-101.082906424481,26.3974944863633,208,273,131,300,64,6,65,144,26,115,31,141,47,5545,344,50,294,265,148
"447",-100.772262821576,24.5027059493565,185,228,133,345,53,7,57,147,34,147,39,175,62,3766,323,42,281,228,145
"448",-100.98888446295,29.8931064560537,202,287,105,459,80,12,50,181,47,136,52,143,41,7095,358,17,341,253,114
"449",-98.9577760485685,30.2013510702912,185,266,95,752,102,34,36,250,115,208,115,137,41,6672,341,14,327,224,95
"450",-97.3020354976835,30.2780028702183,199,282,106,877,118,45,32,286,169,191,172,126,39,6836,355,32,323,236,121
"451",-98.8483054052159,26.7198555147196,227,295,144,546,109,17,55,216,73,155,81,131,43,5866,368,70,298,269,161
"452",-99.4125673533697,28.8443281346497,213,290,123,583,84,25,41,206,84,163,87,136,42,6516,364,43,321,253,142
"453",-99.2104659959032,24.3017480765562,232,287,165,631,122,13,73,277,51,212,55,140,50,4791,361,82,279,267,182
"454",-100.371510664149,26.7103438047286,201,264,125,486,116,13,70,229,49,170,50,131,46,5403,335,51,284,259,142
"455",-98.6426259834895,29.2245809451846,209,287,121,675,94,32,37,227,109,168,113,129,41,6493,358,46,312,258,131
"456",-99.3211616021267,25.462646189247,232,299,154,654,160,16,76,320,53,227,53,137,45,5757,374,73,301,271,159
"457",-99.029582839693,25.0735843150469,235,299,159,673,143,18,67,301,58,222,58,137,45,5523,373,75,298,274,159
"458",-100.457220575366,24.6953036021444,171,206,129,345,48,14,39,120,48,116,59,164,64,3068,294,41,253,206,138
"459",-96.8002194172494,29.0398253471949,209,284,124,994,131,51,31,315,173,263,182,115,39,6213,347,55,292,269,138
"460",-97.8602129736289,27.1815682896918,225,290,148,649,117,19,49,256,93,192,104,113,41,5554,352,80,272,267,162
"461",-97.9989319500481,27.777158754203,222,291,141,697,125,26,47,269,103,196,107,124,42,5817,359,68,291,266,156
"462",-99.3282116296293,24.6968818258319,229,289,158,691,128,17,68,281,62,242,62,140,48,5118,366,75,291,282,158
"463",-97.1982701138427,28.6038647248629,215,285,133,888,131,38,36,310,142,245,153,117,40,5877,347,61,286,260,148
"464",-98.3271264284142,24.4227643371077,231,284,166,656,134,15,62,269,71,216,92,131,49,4642,351,87,264,279,207
"465",-99.7216623632778,28.4090867600089,219,298,129,559,80,23,44,199,79,155,80,135,42,6532,372,54,318,267,148
"466",-100.364817014066,25.3713559142326,125,151,90,570,96,15,59,261,57,205,62,134,63,2392,227,17,210,146,95
"467",-99.4916529318761,30.395277347639,177,263,83,652,88,28,36,219,94,196,96,147,42,6979,340,-2,342,229,94
"468",-98.4394027088765,28.3310082029675,218,293,129,611,93,23,42,211,93,171,97,136,42,6383,368,48,320,266,146
"469",-98.1083620296833,25.8897963989099,233,292,160,607,106,15,49,234,83,190,97,116,43,5197,356,91,265,273,207
"470",-97.312054961497,29.8018101571304,199,280,108,930,122,46,31,303,172,212,179,127,39,6695,354,35,319,236,124
"471",-97.5674346517029,28.3392794027968,216,287,134,832,133,32,40,290,129,248,137,118,40,5952,353,63,290,263,149
"472",-99.5557435522285,28.168938415609,221,300,133,553,83,24,43,202,79,151,80,138,43,6491,376,57,319,268,150
